HS_299,HS_644,HS_672,HS_678,HS_694,HS_696,HS_698,HS_701,HS_702,HS_703
ENSG00000223138.1,0,1,0,0,3,0,0,0,1,4
ENSG00000265554.3,0,0,0,0,0,0,0,0,0,0
ENSG00000287065.1,0,0,0,0,0,0,0,0,0,0
ENSG00000264876.2,5,0,0,2,2,0,0,0,1,5
ENSG00000266102.1,0,0,0,0,1,0,0,0,0,0
ENSG00000286499.1,0,0,0,0,0,0,0,0,0,0
ENSG00000260913.1,0,0,0,0,0,0,0,0,0,0
ENSG00000287563.1,0,0,0,0,0,0,0,0,0,0
ENSG00000154856.13,29,12,27,55,99,42,31,38,19,49
ENSG00000134265.13,382,310,372,357,303,581,904,471,480,422
ENSG00000265728.1,17,10,8,1,20,7,14,24,16,14
ENSG00000266604.1,4,11,11,6,2,9,3,13,4,7
ENSG00000264503.1,1,0,0,0,0,5,0,3,0,0
ENSG00000264311.1,3,3,0,0,0,2,12,1,2,2
ENSG00000264072.1,0,0,0,0,1,3,0,1,5,0
ENSG00000266470.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265038.1,0,0,0,0,0,0,0,0,0,1
ENSG00000260779.1,0,0,0,0,0,0,0,0,0,0
ENSG00000154864.14,0,0,0,0,1,0,0,0,0,0
ENSG00000264843.1,0,0,0,0,0,0,0,0,0,0
ENSG00000264714.2,0,0,0,0,0,0,0,0,1,0
ENSG00000293180.1,0,0,0,0,0,0,0,0,0,0
ENSG00000274838.1,0,0,0,0,0,0,0,0,0,0
ENSG00000263952.5,0,0,0,0,0,0,0,0,0,0
ENSG00000263682.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267051.1,0,0,0,0,0,0,0,0,0,0
ENSG00000273119.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267564.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267425.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267252.6,0,0,0,0,0,0,0,0,0,0
ENSG00000267371.1,0,0,0,0,0,0,0,1,0,0
ENSG00000236396.8,0,0,0,0,0,0,0,0,0,0
ENSG00000267794.1,0,0,0,0,0,0,0,0,0,0
ENSG00000257513.8,0,0,0,0,0,0,0,0,0,0
ENSG00000291183.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267143.1,0,0,0,0,0,0,0,1,0,0
ENSG00000267773.1,0,0,1,0,0,0,0,0,0,0
ENSG00000283492.1,0,0,0,0,0,0,0,0,0,0
ENSG00000260759.1,0,0,0,0,0,0,0,0,0,0
ENSG00000141404.17,140,149,153,128,82,218,135,201,157,201
ENSG00000267333.1,0,0,0,0,0,0,0,0,0,0
ENSG00000286812.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267455.1,0,0,0,0,2,0,0,0,0,0
ENSG00000255112.3,2117,1953,2135,1396,1650,2834,2287,2432,2090,2065
ENSG00000267165.1,0,0,0,0,0,0,0,0,0,0
ENSG00000272703.1,0,0,0,0,1,0,0,0,0,0
ENSG00000154889.17,1503,1180,1574,744,1743,2512,1509,2366,2102,2062
ENSG00000273141.1,24,2,31,30,34,8,0,12,19,17
ENSG00000267079.1,0,0,0,0,0,1,0,0,0,0
ENSG00000267661.1,0,0,0,0,0,0,0,0,0,0
ENSG00000141401.12,1466,1110,1491,2102,1797,1507,667,1235,1178,1500
ENSG00000266955.1,0,0,2,0,0,0,0,2,0,0
ENSG00000267480.1,20,20,38,50,24,36,21,38,30,29
ENSG00000266995.1,0,0,0,0,0,0,0,1,1,1
ENSG00000267292.1,0,0,0,0,0,0,0,0,0,0
ENSG00000212712.2,0,0,0,0,0,0,0,0,0,0
ENSG00000267533.1,4,3,5,1,3,2,3,0,4,2
ENSG00000293189.1,0,0,0,0,0,0,0,0,0,0
ENSG00000256616.4,0,0,0,0,0,0,0,0,0,0
ENSG00000267722.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267478.1,2,0,0,0,0,0,0,0,0,0
ENSG00000181626.12,0,0,0,0,0,0,0,0,0,2
ENSG00000200827.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267162.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267116.1,0,0,0,0,0,0,0,0,0,0
ENSG00000279285.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267643.1,0,0,0,0,0,0,0,0,1,0
ENSG00000293190.1,2,2,4,0,3,1,0,3,2,1
ENSG00000267076.1,1,0,0,0,0,0,0,0,0,0
ENSG00000267733.6,0,0,0,0,2,2,0,2,0,0
ENSG00000267247.1,3,1,0,0,2,0,6,7,0,0
ENSG00000267663.1,0,0,0,0,0,0,0,0,0,0
ENSG00000176194.18,0,0,0,0,0,0,0,0,0,0
ENSG00000289550.1,0,0,0,0,0,0,0,0,0,0
ENSG00000280302.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267069.3,0,0,1,0,6,0,0,0,0,0
ENSG00000199702.1,0,0,0,0,0,0,0,0,0,0
ENSG00000176014.13,151,126,501,164,377,76,46,101,79,60
ENSG00000141385.12,356,335,295,136,354,356,521,411,363,364
ENSG00000251937.1,0,0,0,0,0,0,0,0,0,0
ENSG00000141391.14,1,2,12,0,8,6,2,7,7,7
ENSG00000267108.1,0,1,1,0,0,1,0,0,3,0
ENSG00000267199.1,7,1,0,0,4,1,1,0,6,4
ENSG00000134278.16,46,37,9,1,50,26,46,21,49,37
ENSG00000267515.1,0,0,0,0,0,1,0,0,0,0
ENSG00000128789.22,616,517,585,480,510,817,1143,827,703,633
ENSG00000101624.11,58,60,39,21,42,73,109,63,101,80
ENSG00000267249.1,6,12,12,17,6,4,9,13,16,14
ENSG00000266961.1,0,0,1,0,2,1,8,1,0,4
ENSG00000260302.3,38,18,28,12,18,7,35,10,19,23
ENSG00000201466.1,0,0,0,0,0,0,0,0,0,0
ENSG00000175354.20,963,911,999,638,1024,1280,1782,1164,940,1050
ENSG00000267570.1,3,0,0,0,1,0,0,2,0,1
ENSG00000267336.1,3,1,5,2,1,0,10,7,3,5
ENSG00000085415.16,212,174,216,148,171,259,440,322,310,274
ENSG00000266969.1,4,1,1,0,1,9,2,10,7,11
ENSG00000101639.19,754,480,551,403,667,725,1005,1369,967,933
ENSG00000267656.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267032.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267286.1,0,3,0,0,0,0,0,0,0,0
ENSG00000267239.1,0,0,1,0,0,0,0,0,0,0
ENSG00000168675.19,418,408,224,180,339,557,622,414,509,420
ENSG00000267177.1,0,0,0,0,0,0,0,0,0,0
ENSG00000279020.1,0,0,0,0,0,0,0,0,0,0
ENSG00000286926.1,0,0,0,0,0,1,0,0,0,2
ENSG00000279275.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267393.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267690.1,0,1,1,0,2,0,0,0,0,0
ENSG00000266146.1,0,3,0,0,1,0,0,0,0,0
ENSG00000267694.1,1,4,0,0,1,0,0,0,0,0
ENSG00000267529.3,0,0,0,0,0,1,0,0,0,0
ENSG00000267366.1,5,9,15,5,6,9,8,25,16,10
ENSG00000267136.1,3,2,1,2,2,11,5,4,4,2
ENSG00000267503.1,12,3,6,0,0,1,0,0,0,1
ENSG00000263527.1,0,0,1,0,0,0,0,1,0,0
ENSG00000266954.1,0,0,1,0,1,1,0,0,0,0
ENSG00000177150.13,134,114,105,66,111,152,223,166,128,130
ENSG00000279962.1,0,0,0,0,0,0,0,0,0,0
ENSG00000242707.3,0,0,0,0,0,0,0,0,0,0
ENSG00000101654.18,512,440,426,255,369,588,820,602,720,588
ENSG00000288839.1,2,0,3,0,9,5,1,4,14,5
ENSG00000176136.6,0,0,0,0,0,1,0,0,0,0
ENSG00000185231.5,0,0,0,0,0,0,0,0,0,0
ENSG00000243779.1,1,0,0,0,1,0,2,1,1,0
ENSG00000279352.1,0,0,3,0,0,0,10,0,1,3
ENSG00000270469.1,4,1,0,0,0,0,0,3,1,0
ENSG00000175322.12,43,33,36,18,23,87,201,126,130,88
ENSG00000267756.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267150.1,0,3,3,0,0,0,0,6,2,5
ENSG00000267356.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267704.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267324.1,0,0,0,0,0,0,0,0,0,0
ENSG00000175319.3,0,0,0,0,0,0,0,0,0,0
ENSG00000290461.1,6,4,4,0,5,7,15,14,8,7
ENSG00000186481.17,5,4,3,4,3,14,14,19,13,15
ENSG00000212329.1,0,0,0,0,1,0,0,0,0,3
ENSG00000266145.1,13,2,0,0,2,12,18,4,7,8
ENSG00000283294.2,10,8,2,2,8,15,26,21,25,15
ENSG00000274214.1,2,1,1,0,1,0,2,12,5,8
ENSG00000290462.1,22,2,21,25,21,17,11,31,19,20
ENSG00000265787.3,0,0,0,0,0,0,0,0,0,0
ENSG00000277743.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265437.1,0,0,0,0,0,0,0,0,0,0
ENSG00000187589.8,0,0,0,1,0,0,2,0,0,1
ENSG00000265296.1,0,0,1,0,0,1,0,0,1,0
ENSG00000286593.1,1,0,0,0,0,0,0,0,0,0
ENSG00000266605.1,0,0,1,0,4,0,0,0,0,0
ENSG00000293262.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265766.4,0,0,0,0,0,0,0,0,0,0
ENSG00000266242.1,0,0,0,0,0,0,0,0,1,0
ENSG00000183206.18,0,0,0,0,0,0,0,0,0,0
ENSG00000200132.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265340.1,0,0,0,0,0,0,0,0,0,0
ENSG00000266693.1,0,0,0,0,0,0,0,0,0,0
ENSG00000264570.1,0,0,0,0,0,1,0,0,0,0
ENSG00000273732.1,0,0,0,0,0,0,0,0,0,0
ENSG00000276318.1,0,0,0,0,0,0,0,0,0,0
ENSG00000180777.15,0,0,0,0,0,0,0,0,0,1
ENSG00000200645.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265737.1,0,0,0,0,0,0,0,0,0,1
ENSG00000265499.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265786.1,0,0,0,0,0,0,0,0,0,0
ENSG00000264061.1,0,0,0,0,0,0,0,0,0,0
ENSG00000263618.5,0,0,0,0,0,0,0,0,0,0
ENSG00000266554.2,0,0,0,0,0,0,0,0,0,0
ENSG00000264301.1,0,0,0,0,0,0,0,0,0,0
ENSG00000263821.1,0,0,0,0,0,0,0,0,0,0
ENSG00000279042.1,0,0,0,0,0,0,0,0,0,0
ENSG00000266522.1,1,0,0,0,0,0,0,0,1,1
ENSG00000278923.2,0,0,0,0,0,0,0,0,0,0
ENSG00000263635.1,0,0,0,0,0,0,0,0,0,0
ENSG00000286815.1,0,0,0,0,0,0,0,0,0,0
ENSG00000264880.1,0,0,0,0,0,0,0,0,0,0
ENSG00000287723.1,0,0,0,0,0,0,0,0,0,0
ENSG00000286293.1,0,0,0,0,0,0,0,0,0,0
ENSG00000293042.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265015.2,0,0,0,0,0,0,0,0,0,0
ENSG00000265631.1,0,0,0,0,0,0,0,0,0,0
ENSG00000266818.1,0,0,0,0,0,0,0,0,0,0
ENSG00000215512.10,0,0,0,0,0,0,0,0,0,0
ENSG00000290522.1,0,0,0,0,0,0,0,0,0,0
ENSG00000222087.1,0,0,0,0,0,0,0,0,0,0
ENSG00000067900.9,2654,2937,1634,1272,1977,4328,4702,2911,2943,2682
ENSG00000293575.1,0,0,0,0,0,0,0,0,0,0
ENSG00000244527.1,1,2,2,0,2,1,2,0,0,1
ENSG00000251886.1,0,0,0,0,0,0,0,0,0,0
ENSG00000263748.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265984.1,0,0,0,0,0,0,0,0,0,0
ENSG00000141449.16,1,2,14,10,3,15,8,8,8,4
ENSG00000265948.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265751.1,0,0,0,0,0,0,0,0,0,0
ENSG00000221139.1,0,0,0,0,0,0,0,0,0,0
ENSG00000141446.11,312,371,385,292,196,440,885,393,424,444
ENSG00000167088.11,178,223,290,214,185,166,520,199,226,204
ENSG00000158201.10,1448,1844,1708,1275,1124,2977,1889,2445,1585,1848
ENSG00000264188.1,2,21,2,1,2,15,5,11,22,7
ENSG00000265656.1,2,9,3,0,3,10,7,25,8,7
ENSG00000221493.1,1,0,2,0,0,0,0,2,0,2
ENSG00000101752.13,577,490,299,290,357,782,1272,625,763,666
ENSG00000252677.1,0,0,0,0,0,0,0,0,0,0
ENSG00000200750.1,0,0,0,0,0,0,0,0,0,0
ENSG00000242971.3,0,0,2,3,0,0,0,0,1,0
ENSG00000199977.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265142.9,0,0,0,1,0,0,13,6,1,0
ENSG00000283927.1,0,0,0,0,0,0,0,0,0,0
ENSG00000284453.1,0,0,0,0,0,0,0,0,0,0
ENSG00000243303.1,0,0,0,0,0,0,0,4,0,0
ENSG00000264149.1,0,0,0,0,0,0,0,0,0,0
ENSG00000252325.1,0,0,0,0,0,0,0,0,0,0
ENSG00000264289.1,0,0,0,0,0,0,0,0,0,0
ENSG00000222520.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265758.1,0,0,0,0,0,0,0,0,0,0
ENSG00000263588.1,0,0,0,0,0,0,0,0,0,0
ENSG00000221363.1,0,0,0,0,0,0,0,0,0,0
ENSG00000266010.4,1,0,0,0,1,1,0,0,4,9
ENSG00000141448.11,5,0,2,0,2,4,3,0,0,2
ENSG00000264012.1,0,0,0,0,0,0,0,0,0,0
ENSG00000201852.1,0,0,0,0,0,0,0,0,0,0
ENSG00000266283.1,0,0,0,0,0,0,3,0,0,0
ENSG00000264825.1,0,0,0,0,0,0,0,0,0,0
ENSG00000273348.1,17,6,8,11,6,25,1,2,14,20
ENSG00000212710.5,0,0,0,1,0,1,1,0,1,0
ENSG00000270855.1,0,0,0,0,0,0,0,0,0,0
ENSG00000289624.1,0,0,0,0,0,0,0,0,0,0
ENSG00000239490.1,0,0,0,0,0,0,0,0,0,1
ENSG00000206827.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265943.1,0,0,1,0,0,1,0,0,1,1
ENSG00000266850.1,0,0,0,0,0,0,0,0,0,0
ENSG00000101773.19,165,210,102,93,102,264,325,140,124,142
ENSG00000273232.1,2,0,0,2,0,3,0,1,0,0
ENSG00000265939.1,0,7,0,0,0,2,0,0,8,0
ENSG00000284331.1,0,0,0,0,0,0,0,0,0,0
ENSG00000242182.3,0,0,0,0,0,0,0,0,0,0
ENSG00000223023.1,1,1,1,0,0,0,0,0,0,0
ENSG00000134508.13,5,14,8,4,4,16,10,10,12,12
ENSG00000134490.14,58,52,43,18,39,51,56,60,52,43
ENSG00000266495.1,0,0,0,0,0,0,0,0,1,0
ENSG00000101782.15,2486,5184,2898,5879,2687,4244,4137,2784,7705,2171
ENSG00000199357.1,0,0,2,0,0,0,0,0,0,0
ENSG00000283084.1,6,0,0,0,0,2,0,1,0,2
ENSG00000141452.11,690,853,692,543,709,949,1331,853,712,683
ENSG00000141458.13,641,475,408,225,486,744,652,627,653,833
ENSG00000199366.1,0,0,0,0,0,0,0,0,0,0
ENSG00000154065.17,5,2,4,0,5,4,8,5,1,7
ENSG00000267752.1,0,0,0,0,0,0,0,0,0,0
ENSG00000053747.17,0,0,0,0,0,3,2,0,0,1
ENSG00000267301.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265752.3,2,4,2,10,6,4,4,8,19,0
ENSG00000168234.13,765,590,602,384,565,957,1073,952,905,733
ENSG00000264745.1,22,8,31,59,22,23,37,46,53,24
ENSG00000265204.1,1,0,1,2,1,1,3,1,4,0
ENSG00000264924.1,6,12,9,1,2,8,13,5,6,6
ENSG00000206863.1,0,0,0,0,0,0,0,0,0,1
ENSG00000279332.1,20,5,46,22,11,31,69,25,26,33
ENSG00000154040.21,11,6,7,3,10,12,12,4,7,4
ENSG00000265750.1,0,1,1,1,2,0,0,4,4,5
ENSG00000141447.19,188,164,132,77,212,209,244,236,182,155
ENSG00000199874.1,0,0,0,0,0,0,0,0,0,0
ENSG00000273524.1,0,0,0,0,0,0,0,0,0,0
ENSG00000206766.1,0,0,0,0,0,0,0,0,0,0
ENSG00000212051.1,0,0,0,0,0,0,0,0,0,0
ENSG00000264365.1,0,2,0,0,0,0,9,0,1,0
ENSG00000273321.1,0,0,0,0,0,0,0,0,0,1
ENSG00000154059.11,216,158,171,90,196,288,408,257,285,211
ENSG00000199636.1,0,0,0,0,0,0,0,0,0,1
ENSG00000265094.1,0,0,0,0,0,0,0,0,0,0
ENSG00000134489.7,94,94,59,41,50,46,219,113,124,129
ENSG00000264695.1,5,3,6,35,8,2,14,14,7,14
ENSG00000287611.3,3,1,9,8,2,6,10,17,3,5
ENSG00000266489.3,0,0,0,0,0,0,0,0,0,0
ENSG00000266181.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265485.8,0,0,0,0,0,0,0,0,0,0
ENSG00000266520.1,0,0,0,0,0,0,0,0,0,0
ENSG00000266809.1,0,0,0,0,0,0,0,0,0,0
ENSG00000266573.6,0,0,0,0,0,0,0,0,0,0
ENSG00000264345.2,0,0,0,0,0,0,0,0,0,0
ENSG00000229248.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265552.1,0,0,0,0,0,0,0,0,0,0
ENSG00000198795.11,2,6,8,5,2,6,15,19,2,9
ENSG00000285595.1,0,0,0,0,0,0,0,0,0,0
ENSG00000279439.1,0,0,0,0,0,0,0,0,0,0
ENSG00000264434.2,0,0,0,0,0,0,0,0,0,0
ENSG00000242216.3,0,0,0,0,0,0,1,0,0,0
ENSG00000264193.1,0,0,0,0,0,0,0,0,0,0
ENSG00000141380.14,570,645,717,598,427,635,1198,665,836,683
ENSG00000243925.1,0,0,0,0,0,0,0,0,0,0
ENSG00000154611.15,1,3,6,1,3,4,22,7,4,7
ENSG00000188985.6,1,1,0,3,1,0,1,0,0,0
ENSG00000266227.1,0,0,0,0,0,0,0,0,0,0
ENSG00000141384.13,132,96,91,36,93,164,253,101,113,140
ENSG00000263829.1,0,0,0,0,0,0,0,1,0,0
ENSG00000266237.1,1,0,0,0,0,0,0,0,0,0
ENSG00000264911.1,0,0,0,0,0,0,0,0,0,0
ENSG00000207160.1,0,0,0,0,0,0,0,0,0,0
ENSG00000263862.2,0,1,0,0,0,0,0,0,0,0
ENSG00000134504.14,21,14,18,5,12,30,43,21,23,24
ENSG00000277534.1,9,5,4,5,8,10,3,9,13,10
ENSG00000275805.1,0,0,0,0,0,0,0,0,0,0
ENSG00000276221.1,0,0,0,0,0,0,0,0,0,0
ENSG00000263846.1,0,3,0,0,2,0,0,0,0,0
ENSG00000260372.7,0,0,1,0,2,0,0,0,0,0
ENSG00000263677.2,0,0,0,0,0,0,0,0,0,0
ENSG00000265369.3,0,0,1,0,0,1,0,1,1,0
ENSG00000275900.1,0,0,0,0,0,0,0,0,0,0
ENSG00000263382.2,0,0,0,0,0,0,0,0,0,0
ENSG00000266184.1,0,1,0,3,0,0,0,0,1,0
ENSG00000171885.18,0,0,0,0,0,0,0,0,0,0
ENSG00000154080.14,0,0,0,0,0,0,0,0,0,0
ENSG00000266549.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265374.1,0,0,0,0,0,0,0,0,0,0
ENSG00000264151.6,0,0,0,0,0,0,0,0,0,0
ENSG00000264790.1,0,0,0,0,0,0,0,0,0,0
ENSG00000244329.1,0,0,0,0,0,0,0,0,1,0
ENSG00000263611.2,0,0,0,0,0,0,0,0,0,0
ENSG00000265097.1,0,0,0,0,0,0,0,0,0,0
ENSG00000263405.1,0,0,0,0,0,0,0,0,0,0
ENSG00000286465.1,0,0,0,0,0,0,0,0,0,0
ENSG00000286426.1,0,0,0,0,0,0,0,0,0,0
ENSG00000227279.2,0,0,0,0,0,0,0,0,0,0
ENSG00000170558.10,30,14,15,10,12,45,41,19,38,12
ENSG00000274578.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265994.2,0,0,0,0,0,0,0,0,0,0
ENSG00000266296.1,0,0,0,0,0,0,0,0,0,0
ENSG00000271238.1,0,0,0,0,0,0,0,0,0,0
ENSG00000251719.1,0,0,0,0,0,0,0,0,0,0
ENSG00000266479.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265980.1,0,0,0,0,0,0,0,0,0,0
ENSG00000264587.5,0,0,0,0,0,0,0,0,0,0
ENSG00000287803.1,0,0,0,0,0,0,0,0,0,0
ENSG00000286605.1,0,0,0,0,0,0,0,0,0,0
ENSG00000283218.1,0,0,0,0,0,0,0,0,0,0
ENSG00000266196.1,0,0,0,0,0,0,0,0,0,0
ENSG00000279734.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265670.1,0,0,0,0,0,0,0,0,0,0
ENSG00000251702.1,0,0,0,0,0,0,0,0,0,0
ENSG00000134762.17,1,0,0,0,0,0,0,0,1,0
ENSG00000134755.19,1383,537,578,1104,1354,967,1341,785,664,886
ENSG00000265888.4,0,0,0,6,1,5,2,1,5,0
ENSG00000134765.10,36,1,0,0,13,13,75,27,57,30
ENSG00000263698.1,0,0,0,0,1,0,0,0,0,0
ENSG00000289619.2,0,0,0,0,0,0,0,0,0,0
ENSG00000134760.6,0,0,0,0,0,0,0,0,0,0
ENSG00000266729.5,0,0,0,0,0,0,0,0,0,0
ENSG00000207019.1,0,0,0,0,0,0,0,0,0,0
ENSG00000175065.12,0,0,0,0,0,0,0,0,0,0
ENSG00000207240.1,0,0,0,0,0,0,0,0,0,0
ENSG00000134757.5,4,0,3,0,2,1,0,5,0,1
ENSG00000266521.1,0,0,0,0,0,0,0,0,0,0
ENSG00000046604.15,3,1,1,2,3,4,5,1,8,5
ENSG00000264859.6,0,0,0,0,0,0,0,0,0,0
ENSG00000118271.12,0,0,0,0,0,0,0,0,0,0
ENSG00000118276.12,71,31,31,44,29,51,100,54,70,60
ENSG00000259985.1,7,14,1,1,1,6,3,6,5,2
ENSG00000200472.1,0,0,0,0,0,0,0,0,0,0
ENSG00000289064.1,0,0,0,0,0,0,0,0,0,0
ENSG00000293306.1,0,0,0,0,0,0,0,0,0,1
ENSG00000265158.3,0,0,0,0,0,0,0,0,0,0
ENSG00000263772.1,0,0,0,0,0,0,0,0,0,0
ENSG00000141437.10,0,0,3,1,0,3,0,3,0,0
ENSG00000153339.15,1407,1452,716,496,1125,2048,2673,1601,1478,1338
ENSG00000263924.1,0,1,1,0,0,4,6,10,4,5
ENSG00000276486.1,1,0,0,0,0,0,0,0,0,0
ENSG00000276282.1,12,3,5,0,1,0,22,5,0,0
ENSG00000222320.1,0,0,0,1,1,0,0,0,1,0
ENSG00000263823.2,7,10,17,6,7,24,4,10,8,7
ENSG00000265273.1,4,2,0,0,3,1,2,1,5,4
ENSG00000266105.1,0,0,0,0,0,0,0,0,0,0
ENSG00000280380.1,0,0,0,0,0,0,0,0,0,0
ENSG00000101695.9,1024,530,589,319,611,1104,1921,1139,1236,1094
ENSG00000263917.1,0,0,0,0,0,0,0,0,0,0
ENSG00000274275.1,2,0,4,2,3,3,0,0,0,2
ENSG00000214917.3,0,9,0,0,0,2,5,2,1,0
ENSG00000265008.1,2,0,3,1,2,1,1,4,6,8
ENSG00000134758.14,1056,630,508,433,596,1044,1971,811,818,863
ENSG00000263393.1,2,2,7,0,4,9,6,11,12,5
ENSG00000141441.16,7,1,4,0,9,5,10,2,5,11
ENSG00000199373.1,0,0,0,0,0,0,0,0,0,0
ENSG00000141434.12,3,5,2,0,6,1,27,9,0,0
ENSG00000265279.1,0,0,0,0,0,0,0,0,0,0
ENSG00000263904.1,0,0,1,0,0,0,0,0,0,0
ENSG00000222395.2,0,0,0,0,0,0,0,0,0,0
ENSG00000264982.1,0,0,0,0,0,0,0,0,0,0
ENSG00000215492.6,22,30,15,21,29,27,86,29,30,15
ENSG00000285095.2,0,0,0,3,0,2,1,0,0,0
ENSG00000293029.1,0,0,0,0,0,0,0,0,0,0
ENSG00000260389.2,0,0,0,0,0,0,0,0,0,0
ENSG00000287994.1,0,0,0,0,0,0,0,0,0,0
ENSG00000263688.1,0,0,0,0,0,0,0,0,0,0
ENSG00000197705.10,83,41,53,55,67,85,239,57,48,47
ENSG00000228835.1,0,2,4,6,1,6,0,2,0,7
ENSG00000243355.1,0,1,0,0,0,0,0,3,0,0
ENSG00000263765.5,0,0,0,0,0,0,0,0,0,0
ENSG00000166960.17,0,0,0,0,0,0,0,0,0,0
ENSG00000263450.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267642.1,0,0,0,0,0,0,0,0,0,0
ENSG00000141431.14,0,1,3,11,1,0,0,0,2,0
ENSG00000101746.16,0,0,0,0,0,0,0,0,0,0
ENSG00000199204.1,0,0,0,0,0,0,0,0,0,0
ENSG00000280406.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267746.1,0,0,0,0,0,0,0,0,0,0
ENSG00000278052.1,0,0,0,0,0,0,0,0,0,0
ENSG00000134769.23,5,11,2,0,27,6,9,24,18,14
ENSG00000267585.1,0,0,0,0,0,0,0,0,0,0
ENSG00000268873.1,0,0,0,0,0,0,0,0,0,0
ENSG00000278464.2,0,0,0,0,0,0,0,0,0,0
ENSG00000289867.1,0,0,0,0,0,0,0,0,0,0
ENSG00000166974.13,1163,902,728,516,1008,1132,2388,784,1138,1105
ENSG00000280096.1,0,0,1,7,0,0,0,0,0,0
ENSG00000274400.1,0,2,0,0,1,0,0,2,1,2
ENSG00000186812.13,442,551,623,402,324,702,716,712,771,706
ENSG00000186814.15,301,203,266,133,215,391,439,426,315,364
ENSG00000279989.1,5,11,2,2,4,12,5,6,10,10
ENSG00000274184.1,7,10,10,11,5,19,8,21,18,11
ENSG00000268573.1,40,23,17,18,23,28,42,44,39,50
ENSG00000293516.1,213,227,167,230,118,217,295,206,223,204
ENSG00000257267.6,0,0,0,0,0,0,0,0,0,0
ENSG00000274918.1,3,6,1,3,4,1,0,1,1,0
ENSG00000172466.16,1789,1427,1142,1113,1095,2990,3888,1873,2289,2086
ENSG00000186496.12,50,39,33,25,36,34,29,42,74,54
ENSG00000239683.1,0,0,0,0,0,0,0,0,1,0
ENSG00000275512.1,0,0,0,0,0,0,4,0,0,0
ENSG00000267583.5,0,0,1,0,3,0,0,0,0,0
ENSG00000267140.1,0,0,0,6,0,0,0,0,0,0
ENSG00000153391.16,142,201,204,221,126,153,225,223,168,123
ENSG00000279074.1,1,0,0,0,4,1,4,9,0,4
ENSG00000289891.1,1,0,1,0,0,1,0,2,1,2
ENSG00000141429.14,744,832,574,437,728,1176,1772,709,838,691
ENSG00000283514.1,0,0,0,0,0,0,0,0,0,0
ENSG00000266965.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267397.1,8,4,2,0,3,6,5,4,0,4
ENSG00000267797.1,0,0,0,0,0,0,0,0,0,0
ENSG00000207797.1,0,0,0,0,0,0,0,0,0,0
ENSG00000265641.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267627.5,0,0,5,0,0,0,9,0,0,0
ENSG00000278986.1,5,4,3,6,14,13,6,10,5,14
ENSG00000141428.17,172,166,191,212,137,247,333,207,214,158
ENSG00000141425.18,457,523,409,375,371,655,1095,591,681,559
ENSG00000141424.13,529,377,321,278,433,701,915,403,490,482
ENSG00000288917.1,3,0,0,1,0,3,0,5,9,2
ENSG00000134759.14,657,565,633,523,517,800,1393,933,958,950
ENSG00000260552.3,0,0,0,0,0,0,0,0,3,0
ENSG00000075643.6,9,4,0,0,4,1,0,1,1,3
ENSG00000274849.1,1,0,1,0,1,0,0,0,0,0
ENSG00000267404.1,0,0,0,0,0,0,0,0,0,0
ENSG00000267456.2,0,0,0,0,0,0,0,0,0,0
ENSG00000134775.16,3,6,2,0,3,4,10,0,0,0
