"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RNU5A-5P",0.168520044597759,-1.51697191429482,3.02064749158243,-0.502200908421831,0.615526204005814,NA
"RNA5SP221",0.168440943160905,-1.49336522510857,3.01932165907471,-0.494602892215937,0.62088046022719,NA
"MIR6090",0.168440943160905,-1.49336522510857,3.01932165907471,-0.494602892215937,0.62088046022719,NA
"OOSP2",0.166686103935164,-1.5306911605768,3.02141029595461,-0.506614795953486,0.612425124653537,NA
"RNU6-26P",0.166017108275914,-1.65991737076861,3.02148764481139,-0.549370894704494,0.582750943797786,NA
"DDX18P3",0.166017108275914,-1.65991737076861,3.02148764481139,-0.549370894704494,0.582750943797786,NA
"RGS5-AS1",0.165348112616664,-1.51352064503123,3.02041890795074,-0.501096268814613,0.616303372647991,NA
"NPM1P49",0.164336014801018,-1.50557252135309,3.01986704588714,-0.498555896162242,0.618092282070608,NA
"GUCY1A2",0.163782281571757,-1.511321557611,3.02031726656953,-0.500385033830422,0.616803989431379,NA
"GPM6A-DT",0.16329564843672,-1.51007968823647,3.02020852447499,-0.499991863475377,0.617080806640028,NA
"ESRRAP2",0.16329564843672,-1.51007968823647,3.02020852447499,-0.499991863475377,0.617080806640028,NA
"IL20",0.163181728573517,-1.65758648871196,3.02133524322553,-0.548627131804926,0.583261362295839,NA
"ST7-OT4",0.162363726920308,-1.51369835210934,3.02026359153633,-0.501180875851753,0.616243832183477,NA
"MIR6736",0.161869822522895,-1.66601709216321,3.02188355783877,-0.551317435061836,0.581416088615171,NA
"TBC1D3",0.161729817391813,-1.50787660659755,3.02010706566632,-0.499279189052483,0.617582713963559,NA
"RNU6-1215P",0.158583970678596,-1.65382825448986,3.0210518922191,-0.547434573616359,0.5840802080364,NA
"IFITM3P9",0.157914975019346,-1.66081124859936,3.02155813078666,-0.549653912555032,0.582556773290631,NA
"RNU6-859P",0.156829131452854,-1.26176023219881,3.01854878156676,-0.418002266487772,0.675945460111429,NA
"RNU4-9P",0.156829131452854,-1.26176023219881,3.01854878156676,-0.418002266487772,0.675945460111429,NA
"BCAS2P1",0.156829131452854,-1.26176023219881,3.01854878156676,-0.418002266487772,0.675945460111429,NA
"UBE2V1P11",0.156829131452854,-1.26176023219881,3.01854878156676,-0.418002266487772,0.675945460111429,NA
"RNU6-1120P",0.156829131452854,-1.26176023219881,3.01854878156676,-0.418002266487772,0.675945460111429,NA
"MS4A18",0.156829131452854,-1.26176023219881,3.01854878156676,-0.418002266487772,0.675945460111429,NA
"TAF9BP2",0.156829131452854,-1.26176023219881,3.01854878156676,-0.418002266487772,0.675945460111429,NA
"RN7SKP206",0.156829131452854,-1.26176023219881,3.01854878156676,-0.418002266487772,0.675945460111429,NA
"CA15P2",0.156829131452854,-1.26176023219881,3.01854878156676,-0.418002266487772,0.675945460111429,NA
"LINC02176",0.156531506498652,-1.65096797516042,3.02086534165795,-0.546521538843012,0.584707486205291,NA
"RNU6-288P",0.156160135793604,-1.52821347922572,3.02125154990641,-0.505821330657838,0.612982082783932,NA
"NGRNP1",0.156160135793604,-1.52821347922572,3.02125154990641,-0.505821330657838,0.612982082783932,NA
"OR2A4",0.155545362558297,-1.64912092563241,3.0207385806026,-0.545933016588091,0.585111981967611,NA
"OR2T34",0.154822144475105,-1.22550711911347,3.01746056139472,-0.406138570555839,0.68464078697141,NA
"FAM167A-AS1",0.154822144475105,-1.22550711911347,3.01746056139472,-0.406138570555839,0.68464078697141,NA
"LINC01832",0.154822144475105,-1.22550711911347,3.01746056139472,-0.406138570555839,0.68464078697141,NA
"ECEL1P3",0.154822144475105,-1.22550711911347,3.01746056139472,-0.406138570555839,0.68464078697141,NA
"OR2T12",0.154822144475105,-1.22550711911347,3.01746056139472,-0.406138570555839,0.68464078697141,NA
"SETP11",0.154822144475105,-1.22550711911347,3.01746056139472,-0.406138570555839,0.68464078697141,NA
"VN1R85P",0.154822144475105,-1.22550711911347,3.01746056139472,-0.406138570555839,0.68464078697141,NA
"MIR6855",0.154822144475105,-1.22550711911347,3.01746056139472,-0.406138570555839,0.68464078697141,NA
"KRTAP10-8",0.154822144475105,-1.22550711911347,3.01746056139472,-0.406138570555839,0.68464078697141,NA
"OR2G2",0.154093451376593,-1.65665021467138,3.02127908409699,-0.548327436346891,0.583467091713388,NA
"EFCAB14-AS1",0.154039228952651,-1.51133374139613,3.02028572519638,-0.500394293423301,0.616797470738861,NA
"RNU6-487P",0.153925309089447,-1.49991935131133,3.01957949548031,-0.496731201664471,0.619378616397952,NA
"RPL7L1P19",0.153256313430197,-1.50851148292652,3.02014586851291,-0.499482988107888,0.617439168415041,NA
"LPA",0.153256313430197,-1.50851148292652,3.02014586851291,-0.499482988107888,0.617439168415041,NA
"ZSWIM2",0.153256313430197,-1.50851148292652,3.02014586851291,-0.499482988107888,0.617439168415041,NA
"GRM7",0.152473397907743,-1.22307253543176,3.01739785839003,-0.405340161567008,0.685227489186874,NA
"SCGB1D4",0.152473397907743,-1.22307253543176,3.01739785839003,-0.405340161567008,0.685227489186874,NA
"MTND2P5",0.152473397907743,-1.22307253543176,3.01739785839003,-0.405340161567008,0.685227489186874,NA
"SSXP10",0.152473397907743,-1.22307253543176,3.01739785839003,-0.405340161567008,0.685227489186874,NA
"CCT6P4",0.152473397907743,-1.22307253543176,3.01739785839003,-0.405340161567008,0.685227489186874,NA
"TMPRSS11A",0.152473397907743,-1.22307253543176,3.01739785839003,-0.405340161567008,0.685227489186874,NA
"JRKL-AS1",0.152473397907743,-1.22307253543176,3.01739785839003,-0.405340161567008,0.685227489186874,NA
"EGOT",0.148726998196286,-1.52163790681695,3.02079727209026,-0.503720630601617,0.614457708756833,NA
"FNDC1",0.148429373242083,-1.52925556673034,3.02125375923241,-0.5061658796641,0.612740205570936,NA
"SNRPGP18",0.147443229301728,-1.52728770806346,3.0211214886245,-0.50553667365387,0.613181946952543,NA
"SAMD12-AS1",0.147275087014582,-1.65200667515598,3.02093386158139,-0.546852976877551,0.584479743607788,NA
